seri,model,titles,year,km,color,prices,date,"seri,model,titles,year,km,color,prices,date,location,""seri,model,titles,year,km,color,prices,date,location""",Il,Ilce,id,km_median,km / median
Cayman,S,CAYMAN S BAYİ İÇİ TABA FATURALI TÜM BAKIMLARI YENİ,2006,1540,Siyah,1425000,30/04/2023,,İstanbul,Ümraniye,40,1210.0,1.2727272727272727
Taycan,4S Performance Plus,FER MOTORS 2021 HATASIZ SPORT DESİGN+ARKA AKS+BURMAST­ER+SOĞUTMA,2021,260,Füme,5575000,30/04/2023,,İstanbul,Sarıyer,40,180.0,1.4444444444444444
Panamera,Panamera Diesel,SERVİS BAKIMLI,2012,2450,Siyah,3350000,30/04/2023,,Kocaeli,Gebze,52,1970.0,1.2436548223350254
Cayman,Cayman,PORSCHE CAYMAN,2008,1050,Siyah,1785000,30/04/2023,,İstanbul,Bağcılar,40,1350.0,0.7777777777777778
Taycan,4S Performance Plus,Sahibinden doğuş çıkışlı hatasız en ful paket,2021,290,Siyah,6950000,30/04/2023,,İzmir,Konak,41,180.0,1.6111111111111112
Cayman,Cayman,TARGET MOTORS 2013 PORSCHE CAYMAN 2.7 PDK DOĞUŞ BAYİ HATASIZ,2013,400,Füme,3300000,30/04/2023,,İstanbul,Beşiktaş,40,1685.0,0.23738872403560832
Panamera,Panamera Diesel,Sahibinden satılık,2013,2055,Beyaz,3335000,30/04/2023,,Batman,Merkez,14,1685.0,1.2195845697329377
Taycan,4S Performance Plus,10.500 KMDE 2021 PORSCHE TAYCAN 4S PERFORMANS PLUS BAYİ BOYASIZ,2021,105,Gri,5850000,30/04/2023,,Bursa,Osmangazi,21,180.0,0.5833333333333334
911,Carrera 4S,SS MOTORS 2014 CARRERA 4S CABRIO-SPOR EGZOZ-CHRON­O-BOSE-PDCC,2014,40946,Siyah,7875000,30/04/2023,,İstanbul,Şişli,40,1420.0,28.835211267605633
911,Carrera,İlk Sahibinden 911 Yetkili Servis Bakımlı,1999,2020,Gri,1190000,30/04/2023,,İstanbul,Kadıköy,40,1590.0,1.270440251572327
Panamera,Panamera 4 E-Hybrid,AYAR AUTO PANAMERA 23 4E-HYBRID 462HP SOĞUTMA AIR BOSE CHRONO,2022,601,Gri,13750000,30/04/2023,,İstanbul,Bakırköy,40,1001.0,0.6003996003996004
Panamera,Panamera Diesel,SAHİBİNDEN PORCHE PANEMERA DİESEL BAYİ ÇIKIŞLI,2012,2450,Siyah,2320000,30/04/2023,,İstanbul,Ümraniye,40,1970.0,1.2436548223350254
Cayman,Cayman,2014 PORSCHE CAYMAN 53 BİN KM BAYİ ÇIKIŞLI,2014,530,Siyah,3200000,30/04/2023,,İstanbul,Üsküdar,40,1420.0,0.3732394366197183
Panamera,Panamera Turbo,İLK SAHİBİNDEN YABANCIDAN YABANCIYA Foreigner to Foreigner,2014,1600,Siyah,1295000,30/04/2023,,Bursa,Nilüfer,21,1420.0,1.1267605633802817
911,Carrera 4S,MEHCAR-CARRERA 4S PDK TECHART -SPOR EGSOZ-SOGUTMA-VERGİ BARİSLİ,2012,1070,Beyaz,5625000,30/04/2023,,İstanbul,Küçükçekmece,40,1970.0,0.5431472081218274
Cayman,Cayman,2014 Porsche Cayman 2.7 PDK - 40.000km - SOUL Egzoz - Alcantara,2014,400,Siyah,3500000,30/04/2023,,İstanbul,Sancaktepe,40,1420.0,0.28169014084507044
Taycan,4S Performance Plus,Porsche taycan 4s pp+ paket,2021,42,Gri,5750000,30/04/2023,,İstanbul,Sarıyer,40,180.0,0.23333333333333334
Panamera,Panamera Diesel,"2012 PORSCHE PANAMERA DİZEL BAYİ CARBON BOSE GTS EDİTİON 21""",2012,1970,Beyaz,2615000,30/04/2023,,Bursa,Karacabey,21,1970.0,1.0
Cayman,Cayman,POSH MOTORS_2008 PORSCHE CAYMAN MANUEL-BAYİ ÇIKIŞLI,2008,1460,Siyah,1520000,30/04/2023,,İstanbul,Pendik,40,1350.0,1.0814814814814815
Taycan,Taycan,2021 DOĞUŞ BAYİİ ÇIKIŞLI HATASIZ BOYASIZ TRAMERSİZ 22 KW SARJ,2021,65,Beyaz,5620000,30/04/2023,,İzmir,Karşıyaka,41,180.0,0.3611111111111111
Panamera,Panamera 4 E-Hybrid,ZABA MOTORS'DAN PORSCHE PANAMERA 4 E-HYBRİD AİR-ARKA AKS-SOĞUTMA,2022,7895,Siyah,12500000,30/04/2023,,İstanbul,Bağcılar,40,1001.0,7.887112887112887
